dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL BA OESTE,8038,CONCEIÇÃO,006-01,2025-05-16,CORTE HARVESTER,S,2025-05-13,Alagoinhas,BAHIA,3.54
BRACELL SP,0354,CANDEIAS,014-01,,CORTE HARVESTER,N,,Lucianópolis,SÃO PAULO,14.4
BRACELL SP,0138,PINHALZINHO,007-01,2025-05-05,CORTE HARVESTER,S,2025-04-30,Espírito Santo do Turvo,SÃO PAULO,9.92
MS FLORESTAL,1128,CORRIENTES,061-01,2025-01-31,CORTE HARVESTER,S,2025-01-30,,,
MS FLORESTAL,1128,CORRIENTES,063-01,2025-01-26,CORTE HARVESTER,S,2025-01-25,,,
BRACELL SP,0325,SÃO DOMINGOS,028-01,2024-08-12,CORTE HARVESTER,S,2024-08-03,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0298,MONJOLÃO,037-01,2024-12-12,CORTE HARVESTER,S,2024-12-11,Bofete,SÃO PAULO,6.4
BRACELL SP,0298,MONJOLÃO,066-01,2024-12-19,CORTE HARVESTER,S,2024-12-18,Bofete,SÃO PAULO,6.4
BRACELL SP,0325,SÃO DOMINGOS,021-01,2024-08-16,CORTE HARVESTER,S,2024-08-12,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,004-01,,CORTE HARVESTER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,001-01,,CORTE HARVESTER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL SP,0325,SÃO DOMINGOS,020-01,2024-08-08,CORTE HARVESTER,S,2024-08-02,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0325,SÃO DOMINGOS,030-01,2024-08-10,CORTE HARVESTER,S,2024-07-27,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0325,SÃO DOMINGOS,025-01,2024-08-11,CORTE HARVESTER,S,2024-08-05,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0643,SANTA FRANCISCA - GLEBA A,007-01,2025-04-28,CORTE HARVESTER,S,2025-04-22,Piratininga,SÃO PAULO,0.78
BRACELL SP,0456,VENEZA,013-01,2025-06-01,CORTE HARVESTER,S,2025-05-10,Pompéia,SÃO PAULO,27.25
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,006-01,2025-06-21,CORTE HARVESTER,S,2025-06-14,Prata,MINAS GERAIS,1.03
BRACELL SP,0130,SANTA ROSA,900-01,2024-12-02,CORTE HARVESTER,S,2024-12-02,Reginópolis,SÃO PAULO,33.58
BRACELL SP,0500,PORTO SEGURO - GLEBA A,002-01,2025-04-15,CORTE HARVESTER,S,2025-04-12,Mineiros do Tietê,SÃO PAULO,19.28
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,003-01,,CORTE HARVESTER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL SP,0454,SANTA TEREZA III - MARÍLIA,010-01,2025-06-10,CORTE HARVESTER,S,2025-06-08,Marília,SÃO PAULO,56.83
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,019-01,,CORTE HARVESTER,N,2025-06-26,Prata,MINAS GERAIS,1.03
BRACELL SP,0658,SÍTIO DAS HORTÊNCIAS,002-01,,CORTE HARVESTER,N,,Júlio Mesquita,SÃO PAULO,2.19
BRACELL SP,0456,VENEZA,001-01,2025-05-23,CORTE HARVESTER,S,2025-05-16,Pompéia,SÃO PAULO,27.25
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,004-01,2025-05-02,CORTE HARVESTER,S,2025-04-19,Alvinlândia,SÃO PAULO,7.16
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,014-01,,CORTE HARVESTER,N,2025-06-26,Prata,MINAS GERAIS,1.03
BRACELL SP,0518,BARREIRO RICO II - GLEBA B,007-01,2025-01-13,CORTE HARVESTER,S,2025-01-11,Anhembi,SÃO PAULO,6.05
BRACELL SP,0456,VENEZA,014-01,2025-06-01,CORTE HARVESTER,S,2025-05-31,Pompéia,SÃO PAULO,27.25
BRACELL SP,0518,BARREIRO RICO II - GLEBA B,003-01,2025-01-07,CORTE HARVESTER,S,2025-01-01,Anhembi,SÃO PAULO,6.05
BRACELL BA OESTE,8115,PATIOBA,005-01,2025-04-29,CORTE HARVESTER,S,2025-04-23,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8115,PATIOBA,027-01,2025-04-30,CORTE HARVESTER,S,2025-04-25,Alagoinhas,BAHIA,36.26
BRACELL SP,0517,BARREIRO RICO II - GLEBA A,007-01,2025-01-07,CORTE HARVESTER,S,2025-01-06,Anhembi,SÃO PAULO,3.95
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,001-01,,CORTE HARVESTER,N,,Prata,MINAS GERAIS,1.03
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,076-01,2025-03-29,CORTE HARVESTER,S,2025-03-27,Aramari,BAHIA,17.37
BRACELL SP,0456,VENEZA,011-01,2025-05-25,CORTE HARVESTER,S,2025-05-22,Pompéia,SÃO PAULO,27.25
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,020-01,,CORTE HARVESTER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0517,BARREIRO RICO II - GLEBA A,003-01,2024-12-19,CORTE HARVESTER,S,2024-12-19,Anhembi,SÃO PAULO,3.95
BRACELL SP,0632,SÃO MARCOS,048-01,2025-03-01,CORTE HARVESTER,S,2025-02-28,Analândia,SÃO PAULO,4.08
BRACELL SP,2406,FORQUILHA IV,005-01,2024-08-11,CORTE HARVESTER,S,2024-08-03,Itaberá,SÃO PAULO,6.37
BRACELL SP,2406,FORQUILHA IV,008-01,2024-08-11,CORTE HARVESTER,S,2024-08-04,Itaberá,SÃO PAULO,6.37
BRACELL SP,2406,FORQUILHA IV,007-01,2024-07-31,CORTE HARVESTER,S,2024-07-30,Itaberá,SÃO PAULO,6.37
BRACELL SP,2047,CÓRREGO DO CAMPO II - GLEBA B,014-01,2024-12-23,CORTE HARVESTER,S,2024-12-19,Mineiros do Tietê,SÃO PAULO,0.2
BRACELL SP,0325,SÃO DOMINGOS,018-01,2024-08-17,CORTE HARVESTER,S,2024-08-15,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0325,SÃO DOMINGOS,023-01,2024-08-16,CORTE HARVESTER,S,2024-08-12,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0325,SÃO DOMINGOS,027-01,2024-08-13,CORTE HARVESTER,S,2024-08-09,Presidente Alves,SÃO PAULO,45.13
BRACELL SP,0456,VENEZA,017-01,2025-05-25,CORTE HARVESTER,S,2025-05-11,Pompéia,SÃO PAULO,27.25
BRACELL BA OESTE,8115,PATIOBA,017-01,2025-04-29,CORTE HARVESTER,S,2025-04-20,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8110,ORION,005-01,2025-04-04,CORTE HARVESTER,S,2025-04-03,Araças,BAHIA,27.56
BRACELL SP,0456,VENEZA,004-01,2025-05-23,CORTE HARVESTER,S,2025-05-10,Pompéia,SÃO PAULO,27.25
BRACELL SP,0456,VENEZA,002-01,2025-05-26,CORTE HARVESTER,S,2025-05-16,Pompéia,SÃO PAULO,27.25
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,019-02,,CORTE HARVESTER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0608,SANTA MARIA XI - GETULINA,009-01,2025-06-01,CORTE HARVESTER,S,2025-05-18,Getulina,SÃO PAULO,0.26
BRACELL GO,1086,QUEIXADA,016-01,2025-05-10,CORTE HARVESTER,S,2025-05-07,Itarumã,GOIÁS,0.94
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,010-02,,CORTE HARVESTER,N,,Prata,MINAS GERAIS,1.03
BRACELL GO,1086,QUEIXADA,005-01,2025-05-05,CORTE HARVESTER,S,2025-05-03,Itarumã,GOIÁS,0.94
BRACELL BA OESTE,8034,CATUZINHO,003-01,2025-03-18,CORTE HARVESTER,S,2025-03-11,Aramari,BAHIA,0.19
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,016-02,,CORTE HARVESTER,N,,Prata,MINAS GERAIS,1.03
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,006-01,2025-01-07,CORTE HARVESTER,S,2025-01-04,Anhembi,SÃO PAULO,9.3
BRACELL SP,0520,BARREIRO RICO II - GLEBA D,010-01,2024-12-28,CORTE HARVESTER,S,2024-12-26,Anhembi,SÃO PAULO,6.18
BRACELL SP,0272,RIO BRILHANTE,311-01,2025-01-20,CORTE HARVESTER,S,2025-01-19,Torrinha,SÃO PAULO,0.12
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,009-01,2025-05-01,CORTE HARVESTER,S,2025-04-25,Quintana,SÃO PAULO,25.49
BRACELL GO,1086,QUEIXADA,015-01,2025-05-13,CORTE HARVESTER,S,2025-05-08,Itarumã,GOIÁS,0.94
BRACELL MG,5009,SANTA IZA,057-01,2025-03-25,CORTE HARVESTER,S,2025-03-16,Veríssimo,MINAS GERAIS,11.08
BRACELL SP,0272,RIO BRILHANTE,312-01,2025-01-20,CORTE HARVESTER,S,2025-01-17,Torrinha,SÃO PAULO,0.12
BRACELL SP,0319,SETE MARIAS,026-01,2024-05-21,CORTE HARVESTER,S,2024-05-18,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0319,SETE MARIAS,023-01,2024-05-19,CORTE HARVESTER,S,2024-05-17,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0319,SETE MARIAS,008-01,2024-05-25,CORTE HARVESTER,S,2024-05-23,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0319,SETE MARIAS,006-01,2024-05-25,CORTE HARVESTER,S,2024-05-22,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0319,SETE MARIAS,003-01,2024-05-26,CORTE HARVESTER,S,2024-05-23,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,013-01,2025-05-11,CORTE HARVESTER,S,2025-05-07,Quintana,SÃO PAULO,25.49
BRACELL MG,5009,SANTA IZA,095-01,2025-03-04,CORTE HARVESTER,S,2025-02-18,Veríssimo,MINAS GERAIS,11.08
BRACELL MG,5009,SANTA IZA,056-01,2025-03-25,CORTE HARVESTER,S,2025-03-18,Veríssimo,MINAS GERAIS,11.08
BRACELL SP,0518,BARREIRO RICO II - GLEBA B,002-01,2025-01-04,CORTE HARVESTER,S,2024-12-31,Anhembi,SÃO PAULO,6.05
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,002-01,2025-01-13,CORTE HARVESTER,S,2025-01-11,Anhembi,SÃO PAULO,9.3
BRACELL SP,0519,BARREIRO RICO II - GLEBA C,003-01,2025-01-13,CORTE HARVESTER,S,2025-01-11,Anhembi,SÃO PAULO,9.3
BRACELL SP,0319,SETE MARIAS,022-01,2024-05-18,CORTE HARVESTER,S,2024-05-15,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0319,SETE MARIAS,016-01,2024-05-24,CORTE HARVESTER,S,2024-05-20,Vera Cruz,SÃO PAULO,10.64
BRACELL SP,0319,SETE MARIAS,014-01,2024-05-24,CORTE HARVESTER,S,2024-05-21,Vera Cruz,SÃO PAULO,10.64
BRACELL BA OESTE,8209,MONTE VERDE,029-01,2025-03-10,CORTE HARVESTER,S,2025-03-05,Alagoinhas,BAHIA,1.36
BRACELL SP,0582,LAGOA BONITA,001-01,2025-01-27,CORTE HARVESTER,S,2025-01-26,Getulina,SÃO PAULO,39.64
BRACELL BA OESTE,8290,JANAÍNA,010-01,2024-10-11,CORTE HARVESTER,S,2024-10-05,Catu    ,BAHIA,0.81
BRACELL MG,5013,SANTA TEREZA DAS PALHAS,004-01,2025-06-17,CORTE HARVESTER,S,2025-06-10,Prata,MINAS GERAIS,1.03
BRACELL SP,0608,SANTA MARIA XI - GETULINA,313-01,,CORTE HARVESTER,N,,Getulina,SÃO PAULO,0.26
BRACELL MG,5010,NOVAES,006-01,2025-05-22,CORTE HARVESTER,S,2025-05-18,Uberlândia,MINAS GERAIS,162.14
BRACELL BA OESTE,8290,JANAÍNA,007-01,2024-10-10,CORTE HARVESTER,S,2024-10-06,Catu    ,BAHIA,0.81
BRACELL BA OESTE,8300,LAGOÃO,002-01,2024-10-10,CORTE HARVESTER,S,2024-10-05,Catu    ,BAHIA,14.71
BRACELL SP,0608,SANTA MARIA XI - GETULINA,315-01,2025-06-06,CORTE HARVESTER,S,2025-06-01,Getulina,SÃO PAULO,0.26
BRACELL SP,0608,SANTA MARIA XI - GETULINA,012-01,2025-06-01,CORTE HARVESTER,S,2025-05-27,Getulina,SÃO PAULO,0.26
BRACELL BA OESTE,8290,JANAÍNA,011-01,2024-10-10,CORTE HARVESTER,S,2024-10-06,Catu    ,BAHIA,0.81
BRACELL BA OESTE,8290,JANAÍNA,003-01,2024-10-11,CORTE HARVESTER,S,2024-10-06,Catu    ,BAHIA,0.81
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,021-01,2025-04-18,CORTE HARVESTER,S,2025-04-16,Piratininga,SÃO PAULO,0.15
BRACELL SP,0577,SÃO VICENTE DO POÇO DA PEDRA,008-01,2025-05-16,CORTE HARVESTER,S,2025-05-13,Fernão,SÃO PAULO,0.71
BRACELL SP,0385,RANCHARIA,009-01,2025-04-09,CORTE HARVESTER,S,2025-03-28,Alvinlândia,SÃO PAULO,4.59
BRACELL MG,5009,SANTA IZA,059-01,2025-03-31,CORTE HARVESTER,S,2025-03-27,Veríssimo,MINAS GERAIS,11.08
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,022-01,2025-04-19,CORTE HARVESTER,S,2025-04-17,Piratininga,SÃO PAULO,0.15
BRACELL BA LESTE,8371,SÃO JORGE,004-01,2025-01-29,CORTE HARVESTER,S,2025-01-22,Entre Rios,BAHIA,5.8
BRACELL SP,0550,SANTA JOVITA,003-01,2025-03-11,CORTE HARVESTER,S,2025-03-07,Alvinlândia,SÃO PAULO,19.71
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,003-01,2025-02-28,CORTE HARVESTER,S,2025-02-21,Marília,SÃO PAULO,17.32
BRACELL SP,0434,SÃO FRANCISCO V - MARÍLIA,002-01,2025-02-28,CORTE HARVESTER,S,2025-02-25,Marília,SÃO PAULO,17.32
BRACELL SP,0550,SANTA JOVITA,001-01,2025-03-11,CORTE HARVESTER,S,2025-03-07,Alvinlândia,SÃO PAULO,19.71
BRACELL SP,0599,SÍTIO NOVO HORIZONTE,005-01,2025-06-06,CORTE HARVESTER,S,2025-06-04,Avaí,SÃO PAULO,1.19
BRACELL SP,0604,SÃO BENEDITO II – GUAIMBÊ,004-01,2025-05-06,CORTE HARVESTER,S,2025-04-16,Guaimbê,SÃO PAULO,25.71
BRACELL SP,0138,PINHALZINHO,002-01,2025-05-09,CORTE HARVESTER,S,2025-05-03,Espírito Santo do Turvo,SÃO PAULO,9.92
BRACELL SP,0608,SANTA MARIA XI - GETULINA,016-01,2025-06-01,CORTE HARVESTER,S,2025-05-28,Getulina,SÃO PAULO,0.26
BRACELL MG,5009,SANTA IZA,090-01,2025-03-25,CORTE HARVESTER,S,2025-03-21,Veríssimo,MINAS GERAIS,11.08
BRACELL MG,5009,SANTA IZA,091-01,2025-04-01,CORTE HARVESTER,S,2025-03-22,Veríssimo,MINAS GERAIS,11.08
BRACELL SP,0289,PRIMAVERA,007-01,2025-02-28,CORTE HARVESTER,S,2025-02-24,Agudos,SÃO PAULO,15.99
BRACELL PR,1119,RODEIO,004-01,2025-03-21,CORTE HARVESTER,S,2024-11-30,Tomazina,PARANÁ,0.92
BRACELL MG,5009,SANTA IZA,089-01,2025-03-24,CORTE HARVESTER,S,2025-03-18,Veríssimo,MINAS GERAIS,11.08
BRACELL MG,5009,SANTA IZA,092-01,2025-03-27,CORTE HARVESTER,S,2025-03-23,Veríssimo,MINAS GERAIS,11.08
BRACELL MG,5009,SANTA IZA,058-01,2025-04-24,CORTE HARVESTER,S,2025-03-25,Veríssimo,MINAS GERAIS,11.08
BRACELL PR,1119,RODEIO,005-01,2025-03-21,CORTE HARVESTER,S,2024-11-29,Tomazina,PARANÁ,0.92
BRACELL SP,0025,SANTA RITA II,018-01,2025-02-12,CORTE HARVESTER,S,2025-02-06,Agudos,SÃO PAULO,28.9
BRACELL SP,0289,PRIMAVERA,010-01,2025-03-04,CORTE HARVESTER,S,2025-03-01,Agudos,SÃO PAULO,15.99
BRACELL SP,0289,PRIMAVERA,011-01,2025-03-05,CORTE HARVESTER,S,2025-03-02,Agudos,SÃO PAULO,15.99
BRACELL SP,0289,PRIMAVERA,009-01,2025-03-07,CORTE HARVESTER,S,2025-03-03,Agudos,SÃO PAULO,15.99
BRACELL SP,0289,PRIMAVERA,023-01,2025-02-28,CORTE HARVESTER,S,2025-02-27,Agudos,SÃO PAULO,15.99
BRACELL SP,0608,SANTA MARIA XI - GETULINA,014-01,2025-05-31,CORTE HARVESTER,S,2025-05-27,Getulina,SÃO PAULO,0.26
BRACELL SP,0125,ÁGUA DA TAPERA,003-01,2025-02-13,CORTE HARVESTER,S,2025-02-10,Borebi,SÃO PAULO,2.63
BRACELL SP,0289,PRIMAVERA,014-01,2025-03-02,CORTE HARVESTER,S,2025-02-28,Agudos,SÃO PAULO,15.99
BRACELL SP,0025,SANTA RITA II,019-01,2025-02-12,CORTE HARVESTER,S,2025-02-07,Agudos,SÃO PAULO,28.9
BRACELL SP,0289,PRIMAVERA,018-01,2025-02-28,CORTE HARVESTER,S,2025-02-24,Agudos,SÃO PAULO,15.99
BRACELL SP,0289,PRIMAVERA,008-01,2025-03-03,CORTE HARVESTER,S,2025-02-24,Agudos,SÃO PAULO,15.99
BRACELL SP,0535,SANTANNA,006-01,2025-05-07,CORTE HARVESTER,S,2025-05-04,Fernão,SÃO PAULO,23.78
BRACELL SP,0125,ÁGUA DA TAPERA,002-01,2025-02-13,CORTE HARVESTER,S,2025-02-11,Borebi,SÃO PAULO,2.63
BRACELL SP,1131,BRINCO DE OURO - M2A,027-01,2025-06-12,CORTE HARVESTER,S,2025-06-09,Ubirajara,SÃO PAULO,1.48
BRACELL BA OESTE,8115,PATIOBA,014-01,2025-04-29,CORTE HARVESTER,S,2025-04-26,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8115,PATIOBA,050-01,2025-05-07,CORTE HARVESTER,S,2025-04-25,Alagoinhas,BAHIA,36.26
BRACELL BA OESTE,8383,SERRA DO BODE,007-01,2025-04-29,CORTE HARVESTER,S,2025-04-23,Alagoinhas,BAHIA,0.09
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,057-01,2025-04-05,CORTE HARVESTER,S,2025-04-03,Aramari,BAHIA,17.37
BRACELL BA OESTE,8115,PATIOBA,024-01,2025-04-20,CORTE HARVESTER,S,2025-04-15,Alagoinhas,BAHIA,36.26
BRACELL SP,1123,CAPOAVA,003-01,2025-01-23,CORTE HARVESTER,S,2025-01-22,,,
BRACELL SP,0545,BOA VISTA X - RIBEIRÃO BONITO,006-01,2025-04-20,CORTE HARVESTER,S,2025-04-16,Ribeirão Bonito,SÃO PAULO,78.33
BRACELL BA OESTE,8246,BACALHAU,015-01,2025-06-04,CORTE HARVESTER,S,2025-05-27,Alagoinhas,BAHIA,0.02
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,011-01,2025-04-20,CORTE HARVESTER,S,2025-04-18,Alvinlândia,SÃO PAULO,7.16
BRACELL BA OESTE,8118,PIVOT,021-01,2025-05-28,CORTE HARVESTER,S,2025-05-09,Inhambupe,BAHIA,37.82
BRACELL SP,0545,BOA VISTA X - RIBEIRÃO BONITO,008-01,2025-04-24,CORTE HARVESTER,S,2025-04-16,Ribeirão Bonito,SÃO PAULO,78.33
BRACELL BA OESTE,8114,PATI,012-01,2025-02-26,CORTE HARVESTER,S,2025-02-20,Araças,BAHIA,33.67
BRACELL SP,0608,SANTA MARIA XI - GETULINA,308-01,2025-05-19,CORTE HARVESTER,S,2025-05-16,Getulina,SÃO PAULO,0.26
BRACELL SP,0608,SANTA MARIA XI - GETULINA,013-01,2025-05-31,CORTE HARVESTER,S,2025-05-27,Getulina,SÃO PAULO,0.26
BRACELL BA OESTE,8114,PATI,005-01,2025-03-11,CORTE HARVESTER,S,2025-02-25,Araças,BAHIA,33.67
BRACELL BA OESTE,8238,ALTO,005-01,,CORTE HARVESTER,N,,Entre Rios,BAHIA,1.92
BRACELL BA OESTE,8130,RIO TORTO,021-01,2025-04-09,CORTE HARVESTER,S,2025-04-06,Alagoinhas,BAHIA,17.89
BRACELL BA OESTE,8238,ALTO,006-01,,CORTE HARVESTER,N,2025-06-25,Entre Rios,BAHIA,1.92
BRACELL SP,0319,SETE MARIAS,015-01,2024-05-22,CORTE HARVESTER,S,2024-05-21,Vera Cruz,SÃO PAULO,10.64
BRACELL BA OESTE,8238,ALTO,002-01,,CORTE HARVESTER,N,2025-06-24,Entre Rios,BAHIA,1.92
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,071-01,2025-03-26,CORTE HARVESTER,S,2025-03-16,Aramari,BAHIA,17.37
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,074-01,2025-03-27,CORTE HARVESTER,S,2025-03-25,Aramari,BAHIA,17.37
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,061-01,2025-03-29,CORTE HARVESTER,S,2025-03-26,Aramari,BAHIA,17.37
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,060-01,2025-03-28,CORTE HARVESTER,S,2025-03-27,Aramari,BAHIA,17.37
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,020-01,2025-04-21,CORTE HARVESTER,S,2025-04-17,Piratininga,SÃO PAULO,0.15
BRACELL SP,0608,SANTA MARIA XI - GETULINA,307-01,2025-05-15,CORTE HARVESTER,S,2025-05-14,Getulina,SÃO PAULO,0.26
BRACELL SP,0562,JUDITH NOVAES,003-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0562,JUDITH NOVAES,002-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,018-01,2025-04-25,CORTE HARVESTER,S,2025-04-17,Piratininga,SÃO PAULO,0.15
BRACELL SP,0608,SANTA MARIA XI - GETULINA,309-01,2025-06-01,CORTE HARVESTER,S,2025-05-31,Getulina,SÃO PAULO,0.26
BRACELL SP,0608,SANTA MARIA XI - GETULINA,007-01,2025-06-06,CORTE HARVESTER,S,2025-05-12,Getulina,SÃO PAULO,0.26
BRACELL SP,0608,SANTA MARIA XI - GETULINA,319-01,2025-06-07,CORTE HARVESTER,S,2025-06-07,Getulina,SÃO PAULO,0.26
BRACELL SP,0562,JUDITH NOVAES,006-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0562,JUDITH NOVAES,001-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL BA OESTE,8238,ALTO,004-01,,CORTE HARVESTER,N,2025-06-25,Entre Rios,BAHIA,1.92
BRACELL BA OESTE,8238,ALTO,003-01,,CORTE HARVESTER,N,2025-06-25,Entre Rios,BAHIA,1.92
BRACELL SP,0025,SANTA RITA II,014-01,2025-02-08,CORTE HARVESTER,S,2025-02-03,Agudos,SÃO PAULO,28.9
BRACELL SP,0125,ÁGUA DA TAPERA,001-01,2025-02-13,CORTE HARVESTER,S,2025-02-10,Borebi,SÃO PAULO,2.63
BRACELL SP,0608,SANTA MARIA XI - GETULINA,305-01,2025-05-27,CORTE HARVESTER,S,2025-05-26,Getulina,SÃO PAULO,0.26
BRACELL BA OESTE,8246,BACALHAU,022-01,2025-06-02,CORTE HARVESTER,S,2025-05-29,Alagoinhas,BAHIA,0.02
BRACELL SP,0608,SANTA MARIA XI - GETULINA,011-01,2025-06-03,CORTE HARVESTER,S,2025-05-27,Getulina,SÃO PAULO,0.26
BRACELL SP,0562,JUDITH NOVAES,301-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0567,SANTA RITA DE CÁSSIA II - RIBEIRÃO BONITO,001-01,2025-05-04,CORTE HARVESTER,S,2025-04-27,Ribeirão Bonito,SÃO PAULO,0.78
BRACELL BA OESTE,8118,PIVOT,015-01,2025-05-28,CORTE HARVESTER,S,2025-05-19,Inhambupe,BAHIA,37.82
BRACELL BA OESTE,8115,PATIOBA,009-01,2025-05-05,CORTE HARVESTER,S,2025-04-28,Alagoinhas,BAHIA,36.26
BRACELL SP,0562,JUDITH NOVAES,005-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0562,JUDITH NOVAES,004-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0413,CÓRREGO DO CAMPO II,007-01,2025-05-02,CORTE HARVESTER,S,2025-04-24,Mineiros do Tietê,SÃO PAULO,7.39
BRACELL SP,0608,SANTA MARIA XI - GETULINA,001-01,2025-05-20,CORTE HARVESTER,S,2025-05-10,Getulina,SÃO PAULO,0.26
BRACELL SP,0608,SANTA MARIA XI - GETULINA,004-01,2025-05-23,CORTE HARVESTER,S,2025-05-15,Getulina,SÃO PAULO,0.26
BRACELL SP,0562,JUDITH NOVAES,007-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL BA OESTE,8246,BACALHAU,011-01,2025-05-29,CORTE HARVESTER,S,2025-05-26,Alagoinhas,BAHIA,0.02
BRACELL SP,0608,SANTA MARIA XI - GETULINA,024-01,2025-05-27,CORTE HARVESTER,S,2025-05-25,Getulina,SÃO PAULO,0.26
BRACELL BA OESTE,8027,CAJU,012-01,2025-06-17,CORTE HARVESTER,S,2025-06-10,Inhambupe,BAHIA,9.15
BRACELL SP,0289,PRIMAVERA,020-01,2025-03-05,CORTE HARVESTER,S,2025-02-28,Agudos,SÃO PAULO,15.99
BRACELL SP,0177,SÃO PEDRO,019-01,2024-02-03,CORTE HARVESTER,S,2024-02-02,Piratininga,SÃO PAULO,9.26
BRACELL SP,0469,2T,004-01,2025-02-08,CORTE HARVESTER,S,2025-02-08,Avaré,SÃO PAULO,29.47
BRACELL SP,0235,SÃO MIGUEL,007-01,2025-05-01,CORTE HARVESTER,S,2025-04-28,Itanagra,BAHIA,12.15
BRACELL BA OESTE,8238,ALTO,001-01,,CORTE HARVESTER,N,2025-06-18,Entre Rios,BAHIA,1.92
BRACELL SP,0562,JUDITH NOVAES,303-01,,CORTE HARVESTER,N,,Avaré,SÃO PAULO,4.44
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,050-01,2025-02-06,CORTE HARVESTER,S,2025-02-03,Marília,SÃO PAULO,8.19
BRACELL SP,0532,SANTA EDWIRGES II,002-01,2025-02-18,CORTE HARVESTER,S,2025-02-07,Cafelândia,SÃO PAULO,0.04
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,019-01,2025-05-13,CORTE HARVESTER,S,2025-05-13,Itapetininga,SÃO PAULO,3.15
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,014-01,2025-05-17,CORTE HARVESTER,S,2025-05-04,Itapetininga,SÃO PAULO,3.15
BRACELL SP,0654,LUDLET,002-01,2025-04-25,CORTE HARVESTER,S,2025-04-21,Gália,SÃO PAULO,0.4
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,011-01,2025-05-22,CORTE HARVESTER,S,2025-05-02,Itapetininga,SÃO PAULO,3.15
BRACELL BA OESTE,8115,PATIOBA,020-01,2025-04-29,CORTE HARVESTER,S,2025-04-21,Alagoinhas,BAHIA,36.26
