dcr_regiao,id_projeto,nom_projeto,cd_talhao,data_cto,dcr_operacao,flag_cto_executado,data_inicio_operacao,dcr_municipio,dcr_estado,vlr_area
BRACELL MG,5010,NOVAES,009-01,,BALDEIO FORWARDER,N,2025-06-12,Uberlândia,MINAS GERAIS,13.29
BRACELL SP,0068,LUNARDELLI II,050-01,2024-05-05,BALDEIO FORWARDER,S,2024-04-30,Duartina,SÃO PAULO,4.29
BRACELL SP,0319,SETE MARIAS,029-01,2024-07-06,BALDEIO FORWARDER,S,2024-07-04,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0319,SETE MARIAS,025-01,2024-07-07,BALDEIO FORWARDER,S,2024-07-04,Vera Cruz,SÃO PAULO,10.97
BRACELL SP,0068,LUNARDELLI II,049-01,2024-01-12,BALDEIO FORWARDER,S,2024-01-08,Duartina,SÃO PAULO,4.29
BRACELL SP,0068,LUNARDELLI II,048-01,2024-01-12,BALDEIO FORWARDER,S,2024-01-08,Duartina,SÃO PAULO,4.29
BRACELL SP,0456,VENEZA,007-01,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL SP,0630,SANTA HELENA V - GETULINA,003-01,2025-02-17,BALDEIO FORWARDER,S,2025-02-12,Getulina,SÃO PAULO,19.89
BRACELL SP,0549,MARÍLIA II,001-01,2025-01-30,BALDEIO FORWARDER,S,2025-01-29,Marília,SÃO PAULO,5.86
BRACELL SP,0122,NOIVA DA COLINA,002-01,2025-02-05,BALDEIO FORWARDER,S,2025-02-03,Agudos,SÃO PAULO,36.46
BRACELL SP,0549,MARÍLIA II,002-01,2025-02-05,BALDEIO FORWARDER,S,2025-02-03,Marília,SÃO PAULO,5.86
BRACELL SP,0549,MARÍLIA II,003-01,2025-02-05,BALDEIO FORWARDER,S,2025-02-04,Marília,SÃO PAULO,5.86
BRACELL SP,0122,NOIVA DA COLINA,018-01,2025-02-07,BALDEIO FORWARDER,S,2025-02-04,Agudos,SÃO PAULO,36.46
BRACELL SP,0608,SANTA MARIA XI - GETULINA,020-01,2025-06-08,BALDEIO FORWARDER,S,2025-06-04,Getulina,SÃO PAULO,0.85
BRACELL SP,0594,SANTA LUCIA III,013-01,2025-05-07,BALDEIO FORWARDER,S,2025-05-03,Guareí,SÃO PAULO,1.64
BRACELL SP,0122,NOIVA DA COLINA,017-01,2025-02-05,BALDEIO FORWARDER,S,2025-02-03,Agudos,SÃO PAULO,36.46
BRACELL SP,0549,MARÍLIA II,004-01,2025-02-05,BALDEIO FORWARDER,S,2025-02-03,Marília,SÃO PAULO,5.86
BRACELL SP,0162,SANTA AMÉRICA,027-01,2024-07-30,BALDEIO FORWARDER,S,2024-07-26,Presidente Alves,SÃO PAULO,0.62
BRACELL SP,0057,CABREÚVA,009-01,2025-06-14,BALDEIO FORWARDER,S,2025-06-08,Agudos,SÃO PAULO,38.16
BRACELL SP,0584,SONHO MEU,001-01,2025-05-25,BALDEIO FORWARDER,S,2025-05-22,Getulina,SÃO PAULO,13.09
BRACELL MG,5019,SAN NELO,045-01,2025-05-10,BALDEIO FORWARDER,S,2025-05-05,Sacramento,MINAS GERAIS,18.76
BRACELL SP,0057,CABREÚVA,073-01,,BALDEIO FORWARDER,N,2025-06-14,Agudos,SÃO PAULO,38.16
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,035-01,2024-08-03,BALDEIO FORWARDER,S,2024-07-30,Pirajuí,SÃO PAULO,0.1
BRACELL SP,0314,GIRASSOL,009-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,1.52
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,001-01,2025-05-02,BALDEIO FORWARDER,S,2025-04-22,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,002-01,2025-05-03,BALDEIO FORWARDER,S,2025-04-23,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,034-01,2024-08-04,BALDEIO FORWARDER,S,2024-07-29,Pirajuí,SÃO PAULO,0.1
BRACELL SP,0454,SANTA TEREZA III - MARÍLIA,009-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,40.43
BRACELL SP,0682,SEKI,001-01,,BALDEIO FORWARDER,N,,Bauru,SÃO PAULO,24.07
BRACELL SP,0545,BOA VISTA X - RIBEIRÃO BONITO,003-01,2025-05-12,BALDEIO FORWARDER,S,2025-05-09,Ribeirão Bonito,SÃO PAULO,14.02
BRACELL SP,0435,ANCHIETA,004-01,2025-05-10,BALDEIO FORWARDER,S,2025-05-07,São Manuel,SÃO PAULO,0.09
BRACELL SP,0244,ÔMEGA,017-01,2024-04-06,BALDEIO FORWARDER,S,2024-03-31,Getulina,SÃO PAULO,27.68
BRACELL SP,0244,ÔMEGA,016-01,2024-04-07,BALDEIO FORWARDER,S,2024-04-01,Getulina,SÃO PAULO,27.68
BRACELL BA OESTE,8038,CONCEIÇÃO,018-01,2025-06-09,BALDEIO FORWARDER,S,2025-06-01,Alagoinhas,BAHIA,10.0
BRACELL BA OESTE,8115,PATIOBA,016-01,2025-05-20,BALDEIO FORWARDER,S,2025-05-16,Alagoinhas,BAHIA,24.07
BRACELL SP,0272,RIO BRILHANTE,010-01,2025-02-24,BALDEIO FORWARDER,S,2025-02-19,Torrinha,SÃO PAULO,0.12
BRACELL SP,0218,INDEPENDÊNCIA,012-01,2025-06-08,BALDEIO FORWARDER,S,2025-06-03,Piratininga,SÃO PAULO,21.63
BRACELL MG,5019,SAN NELO,004-01,,BALDEIO FORWARDER,N,,Sacramento,MINAS GERAIS,18.76
BRACELL SP,0607,SEMEADOR,001-01,2025-04-18,BALDEIO FORWARDER,S,2025-04-16,Botucatu,SÃO PAULO,0.26
BRACELL SP,0427,SÃO CRISTÓVÃO II,002-01,,BALDEIO FORWARDER,N,,Marília,SÃO PAULO,1.75
BRACELL BA OESTE,8115,PATIOBA,012-01,2025-05-18,BALDEIO FORWARDER,S,2025-05-18,Alagoinhas,BAHIA,24.07
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,018-01,2025-05-26,BALDEIO FORWARDER,S,2025-05-25,Itapetininga,SÃO PAULO,14.25
BRACELL SP,0325,SÃO DOMINGOS,035-01,2024-09-02,BALDEIO FORWARDER,S,2024-08-29,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,038-01,2024-09-05,BALDEIO FORWARDER,S,2024-09-03,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0324,SANTA TEREZINHA II,028-01,2024-10-08,BALDEIO FORWARDER,S,2024-10-06,Presidente Alves,SÃO PAULO,9.98
BRACELL PR,1130,MASCHIETTO,032-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0325,SÃO DOMINGOS,052-01,2024-09-05,BALDEIO FORWARDER,S,2024-09-03,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,058-01,2024-09-02,BALDEIO FORWARDER,S,2024-08-31,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,013-01,2024-09-13,BALDEIO FORWARDER,S,2024-08-31,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0594,SANTA LUCIA III,004-01,2025-05-05,BALDEIO FORWARDER,S,2025-05-01,Guareí,SÃO PAULO,1.64
BRACELL SP,0325,SÃO DOMINGOS,017-01,2024-09-05,BALDEIO FORWARDER,S,2024-09-03,Presidente Alves,SÃO PAULO,9.52
BRACELL MG,5009,SANTA IZA,099-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-11,Veríssimo,MINAS GERAIS,72.84
BRACELL SP,0325,SÃO DOMINGOS,019-01,2024-09-10,BALDEIO FORWARDER,S,2024-09-03,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,2003,PAU D'ALHO II,005-01,2025-05-22,BALDEIO FORWARDER,S,2025-05-17,Lucianópolis,SÃO PAULO,0.34
BRACELL SP,0377,REVOLTA,003-01,2025-05-30,BALDEIO FORWARDER,S,2025-04-11,Gália,SÃO PAULO,6.49
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,035-01,2025-05-05,BALDEIO FORWARDER,S,2025-04-28,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,041-01,2025-04-30,BALDEIO FORWARDER,S,2025-04-26,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,026-01,2025-05-05,BALDEIO FORWARDER,S,2025-05-02,Aramari,BAHIA,29.11
BRACELL BA LESTE,8355,RIBON,009-02,2025-02-19,BALDEIO FORWARDER,S,2025-02-14,Araças,BAHIA,1.32
BRACELL SP,1131,BRINCO DE OURO - M2A,028-01,,BALDEIO FORWARDER,N,,Ubirajara,SÃO PAULO,1.48
BRACELL SP,0535,SANTANNA,001-01,2025-06-14,BALDEIO FORWARDER,S,2025-06-10,Fernão,SÃO PAULO,5.89
BRACELL SP,0525,SANTO ANTÔNIO DO PAU D'ALHO,008-01,2025-05-07,BALDEIO FORWARDER,S,2025-05-03,Alvinlândia,SÃO PAULO,7.16
BRACELL SP,2003,PAU D'ALHO II,004-01,2025-05-20,BALDEIO FORWARDER,S,2025-05-15,Lucianópolis,SÃO PAULO,0.34
BRACELL BA OESTE,8383,SERRA DO BODE,003-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-08,Alagoinhas,BAHIA,0.09
BRACELL SP,0133,PARAÍSO II,004-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-02,Piratininga,SÃO PAULO,9.9
BRACELL SP,2003,PAU D'ALHO II,003-01,2025-05-20,BALDEIO FORWARDER,S,2025-05-16,Lucianópolis,SÃO PAULO,0.34
BRACELL BA OESTE,8383,SERRA DO BODE,006-01,2025-05-13,BALDEIO FORWARDER,S,2025-05-08,Alagoinhas,BAHIA,0.09
BRACELL SP,0603,BRINCO DE OURO,004-01,2025-05-27,BALDEIO FORWARDER,S,2025-05-23,Ubirajara,SÃO PAULO,45.18
BRACELL PR,1130,MASCHIETTO,010-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,1131,BRINCO DE OURO - M2A,033-01,,BALDEIO FORWARDER,N,,Ubirajara,SÃO PAULO,1.48
BRACELL PR,1130,MASCHIETTO,022-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,025-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,015-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,016-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,021-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,009-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,003-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0309,BOA ESPERANÇA V,003-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-21,Marília,SÃO PAULO,34.5
BRACELL PR,1130,MASCHIETTO,027-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,005-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,007-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,012-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL BA OESTE,8115,PATIOBA,021-01,2025-05-20,BALDEIO FORWARDER,S,2025-05-14,Alagoinhas,BAHIA,24.07
BRACELL SP,0309,BOA ESPERANÇA V,001-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-21,Marília,SÃO PAULO,34.5
BRACELL SP,0644,SANTA FRANCISCA - GLEBA B,025-01,2025-05-30,BALDEIO FORWARDER,S,2025-05-27,Piratininga,SÃO PAULO,2.56
BRACELL PR,1130,MASCHIETTO,006-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,002-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,028-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0428,SÃO MANOEL IV,304-01,2025-04-15,BALDEIO FORWARDER,S,2025-04-13,Presidente Alves,SÃO PAULO,0.18
BRACELL PR,1130,MASCHIETTO,029-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,024-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL PR,1130,MASCHIETTO,004-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,074-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-22,Aramari,BAHIA,29.11
BRACELL SP,0456,VENEZA,007-04,,BALDEIO FORWARDER,N,,Pompéia,SÃO PAULO,5.33
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,054-01,2025-05-05,BALDEIO FORWARDER,S,2025-04-26,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,060-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-24,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,086-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-24,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,042-01,2025-04-30,BALDEIO FORWARDER,S,2025-04-27,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,025-01,2025-05-05,BALDEIO FORWARDER,S,2025-04-30,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,057-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-25,Aramari,BAHIA,29.11
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,071-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-22,Aramari,BAHIA,29.11
BRACELL SP,0516,SANTA FELICIDADE,008-01,2025-02-09,BALDEIO FORWARDER,S,2025-02-06,Getulina,SÃO PAULO,34.87
BRACELL SP,0377,REVOLTA,009-01,2025-05-27,BALDEIO FORWARDER,S,2025-05-24,Gália,SÃO PAULO,6.49
BRACELL GO,1086,QUEIXADA,020-01,2025-05-22,BALDEIO FORWARDER,S,2025-05-18,Itarumã,GOIÁS,0.94
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,076-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-20,Aramari,BAHIA,29.11
BRACELL MG,5019,SAN NELO,043-01,2025-05-22,BALDEIO FORWARDER,S,2025-05-19,Sacramento,MINAS GERAIS,18.76
BRACELL PR,1130,MASCHIETTO,011-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0608,SANTA MARIA XI - GETULINA,011-01,2025-06-05,BALDEIO FORWARDER,S,2025-06-04,Getulina,SÃO PAULO,0.85
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,075-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-23,Aramari,BAHIA,29.11
BRACELL MG,5010,NOVAES,003-01,2025-06-02,BALDEIO FORWARDER,S,2025-05-30,Uberlândia,MINAS GERAIS,13.29
BRACELL SP,0584,SONHO MEU,006-01,2025-05-22,BALDEIO FORWARDER,S,2025-05-19,Getulina,SÃO PAULO,13.09
BRACELL BA OESTE,8182,SUBAÚMA MIRIM,072-01,2025-04-29,BALDEIO FORWARDER,S,2025-04-22,Aramari,BAHIA,29.11
BRACELL SP,0439,ESTÂNCIA SANTA LAURA,001-01,2025-05-21,BALDEIO FORWARDER,S,2025-05-16,Guaimbê,SÃO PAULO,0.6
BRACELL SP,0515,SÃO SEBASTIÃO DO BELMONT,007-01,,BALDEIO FORWARDER,N,2025-06-15,Presidente Alves,SÃO PAULO,10.96
BRACELL SP,0133,PARAÍSO II,005-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-02,Piratininga,SÃO PAULO,9.9
BRACELL SP,0552,BOCAINA DA BOA VISTA,003-01,2025-05-14,BALDEIO FORWARDER,S,2025-05-10,Ribeirão Bonito,SÃO PAULO,1.46
BRACELL SP,0607,SEMEADOR,002-01,2025-04-18,BALDEIO FORWARDER,S,2025-04-15,Botucatu,SÃO PAULO,0.26
BRACELL SP,2003,PAU D'ALHO II,002-01,2025-05-21,BALDEIO FORWARDER,S,2025-05-17,Lucianópolis,SÃO PAULO,0.34
BRACELL SP,0383,SANTA TEREZA DO LIMOEIRO II,004-01,,BALDEIO FORWARDER,N,,Paulistânia,SÃO PAULO,7.43
BRACELL SP,2010,GUATILU,005-01,2025-05-12,BALDEIO FORWARDER,S,2025-05-10,Guaimbê,SÃO PAULO,1.05
BRACELL PR,1130,MASCHIETTO,018-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0607,SEMEADOR,003-01,2025-04-21,BALDEIO FORWARDER,S,2025-04-16,Botucatu,SÃO PAULO,0.26
BRACELL BA OESTE,8118,PIVOT,015-01,2025-06-12,BALDEIO FORWARDER,S,2025-06-05,Inhambupe,BAHIA,33.92
BRACELL SP,0516,SANTA FELICIDADE,002-01,2025-02-17,BALDEIO FORWARDER,S,2025-02-11,Getulina,SÃO PAULO,34.87
BRACELL SP,0516,SANTA FELICIDADE,002-01,2025-02-17,BALDEIO FORWARDER,S,2025-02-11,Getulina,SÃO PAULO,34.87
BRACELL BA OESTE,8011,ARATICUM,038-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,55.43
BRACELL BA OESTE,8011,ARATICUM,039-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,55.43
BRACELL BA OESTE,8011,ARATICUM,035-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,55.43
BRACELL MG,5009,SANTA IZA,059-01,2025-04-20,BALDEIO FORWARDER,S,2025-04-16,Veríssimo,MINAS GERAIS,72.84
BRACELL SP,0141,LUPA,001-01,,BALDEIO FORWARDER,N,,Borebi,SÃO PAULO,0.71
BRACELL MG,5009,SANTA IZA,058-01,2025-04-25,BALDEIO FORWARDER,S,2025-04-18,Veríssimo,MINAS GERAIS,72.84
BRACELL SP,0535,SANTANNA,020-01,2025-06-10,BALDEIO FORWARDER,S,2025-06-07,Fernão,SÃO PAULO,5.89
BRACELL SP,0422,EBENÉZIA,001-01,2025-03-01,BALDEIO FORWARDER,S,2025-01-10,Lins,SÃO PAULO,30.31
BRACELL SP,0531,SANTA EDWIRGES I,004-01,2025-03-30,BALDEIO FORWARDER,S,2025-03-24,Cafelândia,SÃO PAULO,20.38
BRACELL SP,0682,SEKI,002-01,,BALDEIO FORWARDER,N,,Bauru,SÃO PAULO,24.07
BRACELL PR,1130,MASCHIETTO,023-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL SP,0471,SÃO JOSÉ V - QUINTANA,021-01,,BALDEIO FORWARDER,N,2025-06-15,Quintana,SÃO PAULO,17.67
BRACELL SP,0550,SANTA JOVITA,011-01,2025-04-22,BALDEIO FORWARDER,S,2025-04-13,Lupércio,SÃO PAULO,18.32
BRACELL SP,0380,ONDA VERDE,003-01,2025-04-22,BALDEIO FORWARDER,S,2025-03-24,Lupércio,SÃO PAULO,5.66
BRACELL SP,0589,BREJÃO II,002-01,2025-03-24,BALDEIO FORWARDER,S,2025-03-21,Itatinga,SÃO PAULO,14.69
BRACELL SP,0380,ONDA VERDE,001-01,2025-04-22,BALDEIO FORWARDER,S,2025-04-19,Lupércio,SÃO PAULO,5.66
BRACELL SP,0587,SÃO FRANCISCO VII,014-01,2025-04-17,BALDEIO FORWARDER,S,2025-04-15,Itatinga,SÃO PAULO,18.11
BRACELL SP,0550,SANTA JOVITA,001-01,2025-04-24,BALDEIO FORWARDER,S,2025-03-11,Lupércio,SÃO PAULO,18.32
BRACELL SP,0380,ONDA VERDE,011-01,2025-04-23,BALDEIO FORWARDER,S,2025-04-19,Lupércio,SÃO PAULO,5.66
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,025-01,2024-08-03,BALDEIO FORWARDER,S,2024-07-29,Pirajuí,SÃO PAULO,0.1
BRACELL SP,0665,SANTANA II - BAURU,001-01,,BALDEIO FORWARDER,N,,Bauru,SÃO PAULO,1.59
BRACELL SP,0375,SÃO JOSÉ DA BELA VISTA,301-01,2024-08-05,BALDEIO FORWARDER,S,2024-08-03,Pirajuí,SÃO PAULO,0.1
BRACELL SP,0469,2T,001-01,2025-02-16,BALDEIO FORWARDER,S,2025-02-09,Avaré,SÃO PAULO,29.47
BRACELL SP,0135,RETIRO,001-01,,BALDEIO FORWARDER,N,,Entre Rios,BAHIA,1.22
BRACELL SP,1114,SÃO JOAQUIM VII,012-01,2024-07-10,BALDEIO FORWARDER,S,2024-06-14,Riversul,SÃO PAULO,1.8
BRACELL SP,1114,SÃO JOAQUIM VII,005-01,2024-08-10,BALDEIO FORWARDER,S,2024-07-26,Riversul,SÃO PAULO,1.8
BRACELL SP,0516,SANTA FELICIDADE,001-01,2025-02-10,BALDEIO FORWARDER,S,2025-02-07,Getulina,SÃO PAULO,34.87
BRACELL SP,0135,RETIRO,002-01,,BALDEIO FORWARDER,N,,Entre Rios,BAHIA,1.22
BRACELL SP,0401,COLINA,002-01,2025-03-26,BALDEIO FORWARDER,S,2025-03-23,Guarantã,SÃO PAULO,5.22
BRACELL PR,1130,MASCHIETTO,013-01,,BALDEIO FORWARDER,N,,Sengés,PARANÁ,0.46
BRACELL BA OESTE,8246,BACALHAU,016-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,10.12
BRACELL BA OESTE,8246,BACALHAU,013-01,,BALDEIO FORWARDER,N,,Alagoinhas,BAHIA,10.12
BRACELL SP,0309,BOA ESPERANÇA V,013-01,2025-04-22,BALDEIO FORWARDER,S,2025-04-18,Marília,SÃO PAULO,34.5
BRACELL SP,0309,BOA ESPERANÇA V,009-01,2025-04-21,BALDEIO FORWARDER,S,2025-04-18,Marília,SÃO PAULO,34.5
BRACELL SP,0309,BOA ESPERANÇA V,007-01,2025-04-22,BALDEIO FORWARDER,S,2025-04-20,Marília,SÃO PAULO,34.5
BRACELL SP,0325,SÃO DOMINGOS,011-01,2024-09-12,BALDEIO FORWARDER,S,2024-09-10,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0550,SANTA JOVITA,005-01,2025-04-17,BALDEIO FORWARDER,S,2025-04-16,Lupércio,SÃO PAULO,18.32
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,013-01,2025-05-23,BALDEIO FORWARDER,S,2025-05-20,Itapetininga,SÃO PAULO,14.25
BRACELL SP,0605,PINHALZINHO II – ITAPETININGA,012-01,2025-05-22,BALDEIO FORWARDER,S,2025-05-19,Itapetininga,SÃO PAULO,14.25
BRACELL SP,0325,SÃO DOMINGOS,012-01,2024-10-03,BALDEIO FORWARDER,S,2024-09-27,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,032-01,2024-09-11,BALDEIO FORWARDER,S,2024-08-30,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,051-01,2024-09-04,BALDEIO FORWARDER,S,2024-09-02,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0325,SÃO DOMINGOS,043-01,2024-09-04,BALDEIO FORWARDER,S,2024-09-01,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0332,SANTA BRANCA,004-01,2024-10-26,BALDEIO FORWARDER,S,2024-10-20,Echaporã,SÃO PAULO,0.07
BRACELL SP,0332,SANTA BRANCA,015-01,2024-10-29,BALDEIO FORWARDER,S,2024-10-26,Echaporã,SÃO PAULO,0.07
BRACELL SP,0309,BOA ESPERANÇA V,006-01,2025-04-22,BALDEIO FORWARDER,S,2025-04-20,Marília,SÃO PAULO,34.5
BRACELL SP,0332,SANTA BRANCA,007-01,2024-10-29,BALDEIO FORWARDER,S,2024-10-21,Echaporã,SÃO PAULO,0.07
BRACELL SP,0325,SÃO DOMINGOS,040-01,2024-09-02,BALDEIO FORWARDER,S,2024-09-01,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0443,SANTA EMÍLIA II - GLEBA A,013-01,2025-03-11,BALDEIO FORWARDER,S,2025-03-01,Marília,SÃO PAULO,37.49
BRACELL SP,0497,ICATU,002-01,2025-04-24,BALDEIO FORWARDER,S,2025-04-02,Cafelândia,SÃO PAULO,3.92
BRACELL SP,0428,SÃO MANOEL IV,303-01,2025-04-15,BALDEIO FORWARDER,S,2025-04-13,Presidente Alves,SÃO PAULO,0.18
BRACELL SP,0584,SONHO MEU,004-01,2025-05-20,BALDEIO FORWARDER,S,2025-05-19,Getulina,SÃO PAULO,13.09
BRACELL SP,0338,SANTO ANTÔNIO VII,008-01,2024-04-19,BALDEIO FORWARDER,S,2024-04-16,Getulina,SÃO PAULO,9.14
BRACELL SP,0465,ALIANÇA III,005-01,2025-03-17,BALDEIO FORWARDER,S,2025-03-06,Itapeva,SÃO PAULO,22.59
BRACELL BA OESTE,8038,CONCEIÇÃO,033-01,2025-06-09,BALDEIO FORWARDER,S,2025-05-31,Alagoinhas,BAHIA,10.0
BRACELL BA OESTE,8038,CONCEIÇÃO,001-01,2025-06-04,BALDEIO FORWARDER,S,2025-05-31,Alagoinhas,BAHIA,10.0
BRACELL BA OESTE,8118,PIVOT,017-01,,BALDEIO FORWARDER,N,2025-06-10,Inhambupe,BAHIA,33.92
BRACELL SP,0967,MARUQUE,009-01,,BALDEIO FORWARDER,N,,Itaberá,SÃO PAULO,1.55
BRACELL SP,0465,ALIANÇA III,003-01,2025-03-17,BALDEIO FORWARDER,S,2025-03-09,Itapeva,SÃO PAULO,22.59
BRACELL SP,0967,MARUQUE,012-01,,BALDEIO FORWARDER,N,2025-06-13,Itaberá,SÃO PAULO,1.55
BRACELL SP,0338,SANTO ANTÔNIO VII,005-01,2024-04-19,BALDEIO FORWARDER,S,2024-04-17,Getulina,SÃO PAULO,9.14
BRACELL SP,0325,SÃO DOMINGOS,062-01,2024-10-22,BALDEIO FORWARDER,S,2024-08-29,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0967,MARUQUE,007-01,,BALDEIO FORWARDER,N,,Itaberá,SÃO PAULO,1.55
BRACELL SP,0332,SANTA BRANCA,006-01,2024-10-30,BALDEIO FORWARDER,S,2024-10-24,Echaporã,SÃO PAULO,0.07
BRACELL SP,0325,SÃO DOMINGOS,036-01,2024-09-02,BALDEIO FORWARDER,S,2024-08-31,Presidente Alves,SÃO PAULO,9.52
BRACELL SP,0332,SANTA BRANCA,008-01,2024-10-30,BALDEIO FORWARDER,S,2024-10-20,Echaporã,SÃO PAULO,0.07
BRACELL SP,0967,MARUQUE,006-01,,BALDEIO FORWARDER,N,,Itaberá,SÃO PAULO,1.55
BRACELL SP,0967,MARUQUE,004-01,,BALDEIO FORWARDER,N,2025-06-13,Itaberá,SÃO PAULO,1.55
BRACELL SP,0332,SANTA BRANCA,005-01,2024-10-30,BALDEIO FORWARDER,S,2024-10-19,Echaporã,SÃO PAULO,0.07
BRACELL SP,0967,MARUQUE,011-01,,BALDEIO FORWARDER,N,,Itaberá,SÃO PAULO,1.55
BRACELL SP,0967,MARUQUE,003-01,,BALDEIO FORWARDER,N,2025-06-13,Itaberá,SÃO PAULO,1.55
